id,wav_path,transcription
64,/data/project/uaspeech/audiofinal/M04_B1_D1.wav,One
65,/data/project/uaspeech/audiofinal/M04_B3_D1.wav,One
66,/data/project/uaspeech/audiofinal/F03_B1_D1.wav,One
67,/data/project/uaspeech/audiofinal/F03_B3_D1.wav,One
68,/data/project/uaspeech/audiofinal/M12_B1_D1.wav,One
69,/data/project/uaspeech/audiofinal/M12_B3_D1.wav,One
70,/data/project/uaspeech/audiofinal/M01_B1_D2.wav,Two
71,/data/project/uaspeech/audiofinal/M01_B3_D2.wav,Two
72,/data/project/uaspeech/audiofinal/M04_B1_D2.wav,Two
73,/data/project/uaspeech/audiofinal/M04_B3_D2.wav,Two
74,/data/project/uaspeech/audiofinal/F03_B1_D2.wav,Two
75,/data/project/uaspeech/audiofinal/F03_B3_D2.wav,Two
76,/data/project/uaspeech/audiofinal/M12_B1_D2.wav,Two
77,/data/project/uaspeech/audiofinal/M12_B3_D2.wav,Two
78,/data/project/uaspeech/audiofinal/M01_B1_LE.wav,Echo
79,/data/project/uaspeech/audiofinal/M01_B3_LE.wav,Echo
80,/data/project/uaspeech/audiofinal/M04_B1_LE.wav,Echo
81,/data/project/uaspeech/audiofinal/M04_B3_LE.wav,Echo
82,/data/project/uaspeech/audiofinal/F03_B1_LE.wav,Echo
83,/data/project/uaspeech/audiofinal/F03_B3_LE.wav,Echo
84,/data/project/uaspeech/audiofinal/M12_B1_LE.wav,Echo
85,/data/project/uaspeech/audiofinal/M12_B3_LE.wav,Echo
86,/data/project/uaspeech/audiofinal/M01_B1_LD.wav,Delta
87,/data/project/uaspeech/audiofinal/M01_B3_LD.wav,Delta
88,/data/project/uaspeech/audiofinal/M04_B1_LD.wav,Delta
89,/data/project/uaspeech/audiofinal/M04_B3_LD.wav,Delta
90,/data/project/uaspeech/audiofinal/F03_B1_LD.wav,Delta
91,/data/project/uaspeech/audiofinal/F03_B3_LD.wav,Delta
92,/data/project/uaspeech/audiofinal/M12_B1_LD.wav,Delta
93,/data/project/uaspeech/audiofinal/M12_B3_LD.wav,Delta
94,/data/project/uaspeech/audiofinal/M01_B1_LW.wav,Whiskey
95,/data/project/uaspeech/audiofinal/M01_B3_LW.wav,Whiskey
96,/data/project/uaspeech/audiofinal/M04_B1_LW.wav,Whiskey
97,/data/project/uaspeech/audiofinal/M04_B3_LW.wav,Whiskey
98,/data/project/uaspeech/audiofinal/F03_B1_LW.wav,Whiskey
99,/data/project/uaspeech/audiofinal/F03_B3_LW.wav,Whiskey
100,/data/project/uaspeech/audiofinal/M12_B1_LW.wav,Whiskey
101,/data/project/uaspeech/audiofinal/M12_B3_LW.wav,Whiskey
102,/data/project/uaspeech/audiofinal/M01_B1_LK.wav,Kilo
103,/data/project/uaspeech/audiofinal/M01_B3_LK.wav,Kilo
104,/data/project/uaspeech/audiofinal/M04_B1_LK.wav,Kilo
105,/data/project/uaspeech/audiofinal/M04_B3_LK.wav,Kilo
106,/data/project/uaspeech/audiofinal/F03_B1_LK.wav,Kilo
107,/data/project/uaspeech/audiofinal/F03_B3_LK.wav,Kilo
108,/data/project/uaspeech/audiofinal/M12_B1_LK.wav,Kilo
109,/data/project/uaspeech/audiofinal/M12_B3_LK.wav,Kilo
110,/data/project/uaspeech/audiofinal/M01_B1_LS.wav,Sierra
111,/data/project/uaspeech/audiofinal/M01_B3_LS.wav,Sierra
112,/data/project/uaspeech/audiofinal/M04_B1_LS.wav,Sierra
113,/data/project/uaspeech/audiofinal/M04_B3_LS.wav,Sierra
114,/data/project/uaspeech/audiofinal/F03_B1_LS.wav,Sierra
115,/data/project/uaspeech/audiofinal/F03_B3_LS.wav,Sierra
116,/data/project/uaspeech/audiofinal/M12_B1_LS.wav,Sierra
117,/data/project/uaspeech/audiofinal/M12_B3_LS.wav,Sierra
118,/data/project/uaspeech/audiofinal/M01_B1_LT.wav,Tango
119,/data/project/uaspeech/audiofinal/M01_B3_LT.wav,Tango
120,/data/project/uaspeech/audiofinal/M04_B1_LT.wav,Tango
121,/data/project/uaspeech/audiofinal/M04_B3_LT.wav,Tango
122,/data/project/uaspeech/audiofinal/F03_B1_LT.wav,Tango
123,/data/project/uaspeech/audiofinal/F03_B3_LT.wav,Tango
124,/data/project/uaspeech/audiofinal/M12_B1_LT.wav,Tango
125,/data/project/uaspeech/audiofinal/M12_B3_LT.wav,Tango
126,/data/project/uaspeech/audiofinal/M01_B3_LU.wav,Uniform
127,/data/project/uaspeech/audiofinal/M04_B1_LU.wav,Uniform
128,/data/project/uaspeech/audiofinal/M04_B3_LU.wav,Uniform
129,/data/project/uaspeech/audiofinal/F03_B1_LU.wav,Uniform
130,/data/project/uaspeech/audiofinal/F03_B3_LU.wav,Uniform
131,/data/project/uaspeech/audiofinal/M12_B1_LU.wav,Uniform
132,/data/project/uaspeech/audiofinal/M12_B3_LU.wav,Uniform
133,/data/project/uaspeech/audiofinal/M01_B1_LX.wav,X-ray
134,/data/project/uaspeech/audiofinal/M01_B3_LX.wav,X-ray
135,/data/project/uaspeech/audiofinal/M04_B1_LX.wav,X-ray
136,/data/project/uaspeech/audiofinal/M04_B3_LX.wav,X-ray
137,/data/project/uaspeech/audiofinal/F03_B1_LX.wav,X-ray
138,/data/project/uaspeech/audiofinal/F03_B3_LX.wav,X-ray
139,/data/project/uaspeech/audiofinal/M12_B1_LX.wav,X-ray
140,/data/project/uaspeech/audiofinal/M12_B3_LX.wav,X-ray
141,/data/project/uaspeech/audiofinal/M01_B1_LJ.wav,Juliet
142,/data/project/uaspeech/audiofinal/M01_B3_LJ.wav,Juliet
143,/data/project/uaspeech/audiofinal/M04_B1_LJ.wav,Juliet
144,/data/project/uaspeech/audiofinal/M04_B3_LJ.wav,Juliet
145,/data/project/uaspeech/audiofinal/F03_B1_LJ.wav,Juliet
146,/data/project/uaspeech/audiofinal/F03_B3_LJ.wav,Juliet
147,/data/project/uaspeech/audiofinal/M12_B1_LJ.wav,Juliet
148,/data/project/uaspeech/audiofinal/M12_B3_LJ.wav,Juliet
149,/data/project/uaspeech/audiofinal/M01_B1_LC.wav,Charlie
150,/data/project/uaspeech/audiofinal/M01_B3_LC.wav,Charlie
151,/data/project/uaspeech/audiofinal/M04_B1_LC.wav,Charlie
152,/data/project/uaspeech/audiofinal/M04_B3_LC.wav,Charlie
153,/data/project/uaspeech/audiofinal/F03_B1_LC.wav,Charlie
154,/data/project/uaspeech/audiofinal/F03_B3_LC.wav,Charlie
155,/data/project/uaspeech/audiofinal/M12_B1_LC.wav,Charlie
156,/data/project/uaspeech/audiofinal/M12_B3_LC.wav,Charlie
157,/data/project/uaspeech/audiofinal/M01_B1_LQ.wav,Quebec
158,/data/project/uaspeech/audiofinal/M01_B3_LQ.wav,Quebec
159,/data/project/uaspeech/audiofinal/M04_B1_LQ.wav,Quebec
160,/data/project/uaspeech/audiofinal/M04_B3_LQ.wav,Quebec
161,/data/project/uaspeech/audiofinal/F03_B1_LQ.wav,Quebec
162,/data/project/uaspeech/audiofinal/F03_B3_LQ.wav,Quebec
163,/data/project/uaspeech/audiofinal/M12_B1_LQ.wav,Quebec
164,/data/project/uaspeech/audiofinal/M12_B3_LQ.wav,Quebec
165,/data/project/uaspeech/audiofinal/M01_B1_LP.wav,Papa
166,/data/project/uaspeech/audiofinal/M01_B3_LP.wav,Papa
167,/data/project/uaspeech/audiofinal/M04_B1_LP.wav,Papa
168,/data/project/uaspeech/audiofinal/M04_B3_LP.wav,Papa
169,/data/project/uaspeech/audiofinal/F03_B1_LP.wav,Papa
170,/data/project/uaspeech/audiofinal/F03_B3_LP.wav,Papa
171,/data/project/uaspeech/audiofinal/M12_B1_LP.wav,Papa
172,/data/project/uaspeech/audiofinal/M12_B3_LP.wav,Papa
173,/data/project/uaspeech/audiofinal/M01_B3_LZ.wav,Zulu
174,/data/project/uaspeech/audiofinal/M04_B1_LZ.wav,Zulu
175,/data/project/uaspeech/audiofinal/M04_B3_LZ.wav,Zulu
176,/data/project/uaspeech/audiofinal/F03_B1_LZ.wav,Zulu
177,/data/project/uaspeech/audiofinal/F03_B3_LZ.wav,Zulu
178,/data/project/uaspeech/audiofinal/M12_B1_LZ.wav,Zulu
179,/data/project/uaspeech/audiofinal/M12_B3_LZ.wav,Zulu
180,/data/project/uaspeech/audiofinal/M01_B1_LR.wav,Romeo
181,/data/project/uaspeech/audiofinal/M01_B3_LR.wav,Romeo
182,/data/project/uaspeech/audiofinal/M04_B1_LR.wav,Romeo
183,/data/project/uaspeech/audiofinal/M04_B3_LR.wav,Romeo
184,/data/project/uaspeech/audiofinal/F03_B1_LR.wav,Romeo
185,/data/project/uaspeech/audiofinal/F03_B3_LR.wav,Romeo
186,/data/project/uaspeech/audiofinal/M12_B1_LR.wav,Romeo
187,/data/project/uaspeech/audiofinal/M12_B3_LR.wav,Romeo
188,/data/project/uaspeech/audiofinal/M01_B1_LF.wav,Foxtrot
189,/data/project/uaspeech/audiofinal/M01_B3_LF.wav,Foxtrot
190,/data/project/uaspeech/audiofinal/M04_B1_LF.wav,Foxtrot
191,/data/project/uaspeech/audiofinal/M04_B3_LF.wav,Foxtrot
192,/data/project/uaspeech/audiofinal/F03_B1_LF.wav,Foxtrot
193,/data/project/uaspeech/audiofinal/F03_B3_LF.wav,Foxtrot
194,/data/project/uaspeech/audiofinal/M12_B1_LF.wav,Foxtrot
195,/data/project/uaspeech/audiofinal/M12_B3_LF.wav,Foxtrot
196,/data/project/uaspeech/audiofinal/M01_B1_LI.wav,India
197,/data/project/uaspeech/audiofinal/M01_B3_LI.wav,India
198,/data/project/uaspeech/audiofinal/M04_B1_LI.wav,India
199,/data/project/uaspeech/audiofinal/M04_B3_LI.wav,India
200,/data/project/uaspeech/audiofinal/F03_B1_LI.wav,India
201,/data/project/uaspeech/audiofinal/F03_B3_LI.wav,India
202,/data/project/uaspeech/audiofinal/M12_B1_LI.wav,India
203,/data/project/uaspeech/audiofinal/M12_B3_LI.wav,India
204,/data/project/uaspeech/audiofinal/M01_B1_LL.wav,Lima
205,/data/project/uaspeech/audiofinal/M01_B3_LL.wav,Lima
206,/data/project/uaspeech/audiofinal/M04_B1_LL.wav,Lima
207,/data/project/uaspeech/audiofinal/M04_B3_LL.wav,Lima
208,/data/project/uaspeech/audiofinal/F03_B1_LL.wav,Lima
209,/data/project/uaspeech/audiofinal/F03_B3_LL.wav,Lima
210,/data/project/uaspeech/audiofinal/M12_B1_LL.wav,Lima
211,/data/project/uaspeech/audiofinal/M12_B3_LL.wav,Lima
212,/data/project/uaspeech/audiofinal/M01_B1_LV.wav,Victor
213,/data/project/uaspeech/audiofinal/M01_B3_LV.wav,Victor
214,/data/project/uaspeech/audiofinal/M04_B1_LV.wav,Victor
215,/data/project/uaspeech/audiofinal/M04_B3_LV.wav,Victor
216,/data/project/uaspeech/audiofinal/F03_B1_LV.wav,Victor
217,/data/project/uaspeech/audiofinal/F03_B3_LV.wav,Victor
218,/data/project/uaspeech/audiofinal/M12_B1_LV.wav,Victor
219,/data/project/uaspeech/audiofinal/M12_B3_LV.wav,Victor
220,/data/project/uaspeech/audiofinal/M01_B3_LY.wav,Yankee
221,/data/project/uaspeech/audiofinal/M04_B1_LY.wav,Yankee
222,/data/project/uaspeech/audiofinal/M04_B3_LY.wav,Yankee
223,/data/project/uaspeech/audiofinal/F03_B1_LY.wav,Yankee
224,/data/project/uaspeech/audiofinal/F03_B3_LY.wav,Yankee
225,/data/project/uaspeech/audiofinal/M12_B1_LY.wav,Yankee
226,/data/project/uaspeech/audiofinal/M12_B3_LY.wav,Yankee
227,/data/project/uaspeech/audiofinal/M01_B1_LG.wav,Golf
228,/data/project/uaspeech/audiofinal/M01_B3_LG.wav,Golf
229,/data/project/uaspeech/audiofinal/M04_B1_LG.wav,Golf
230,/data/project/uaspeech/audiofinal/M04_B3_LG.wav,Golf
231,/data/project/uaspeech/audiofinal/F03_B1_LG.wav,Golf
232,/data/project/uaspeech/audiofinal/F03_B3_LG.wav,Golf
233,/data/project/uaspeech/audiofinal/M12_B1_LG.wav,Golf
234,/data/project/uaspeech/audiofinal/M12_B3_LG.wav,Golf
235,/data/project/uaspeech/audiofinal/M01_B1_LH.wav,Hotel
236,/data/project/uaspeech/audiofinal/M01_B3_LH.wav,Hotel
237,/data/project/uaspeech/audiofinal/M04_B1_LH.wav,Hotel
238,/data/project/uaspeech/audiofinal/M04_B3_LH.wav,Hotel
239,/data/project/uaspeech/audiofinal/F03_B1_LH.wav,Hotel
240,/data/project/uaspeech/audiofinal/F03_B3_LH.wav,Hotel
241,/data/project/uaspeech/audiofinal/M12_B1_LH.wav,Hotel
242,/data/project/uaspeech/audiofinal/M12_B3_LH.wav,Hotel
243,/data/project/uaspeech/audiofinal/M01_B1_LN.wav,November
244,/data/project/uaspeech/audiofinal/M01_B3_LN.wav,November
245,/data/project/uaspeech/audiofinal/M04_B1_LN.wav,November
246,/data/project/uaspeech/audiofinal/M04_B3_LN.wav,November
247,/data/project/uaspeech/audiofinal/F03_B1_LN.wav,November
248,/data/project/uaspeech/audiofinal/F03_B3_LN.wav,November
249,/data/project/uaspeech/audiofinal/M12_B1_LN.wav,November
250,/data/project/uaspeech/audiofinal/M12_B3_LN.wav,November
251,/data/project/uaspeech/audiofinal/M01_B1_LB.wav,Bravo
252,/data/project/uaspeech/audiofinal/M01_B3_LB.wav,Bravo
253,/data/project/uaspeech/audiofinal/M04_B1_LB.wav,Bravo
254,/data/project/uaspeech/audiofinal/M04_B3_LB.wav,Bravo
255,/data/project/uaspeech/audiofinal/F03_B1_LB.wav,Bravo
256,/data/project/uaspeech/audiofinal/F03_B3_LB.wav,Bravo
257,/data/project/uaspeech/audiofinal/M12_B1_LB.wav,Bravo
258,/data/project/uaspeech/audiofinal/M12_B3_LB.wav,Bravo
259,/data/project/uaspeech/audiofinal/M01_B1_LO.wav,Oscar
260,/data/project/uaspeech/audiofinal/M01_B3_LO.wav,Oscar
261,/data/project/uaspeech/audiofinal/M04_B1_LO.wav,Oscar
262,/data/project/uaspeech/audiofinal/M04_B3_LO.wav,Oscar
263,/data/project/uaspeech/audiofinal/F03_B1_LO.wav,Oscar
264,/data/project/uaspeech/audiofinal/F03_B3_LO.wav,Oscar
265,/data/project/uaspeech/audiofinal/M12_B1_LO.wav,Oscar
266,/data/project/uaspeech/audiofinal/M12_B3_LO.wav,Oscar
267,/data/project/uaspeech/audiofinal/M01_B1_LA.wav,Alpha
268,/data/project/uaspeech/audiofinal/M01_B3_LA.wav,Alpha
269,/data/project/uaspeech/audiofinal/M04_B1_LA.wav,Alpha
270,/data/project/uaspeech/audiofinal/M04_B3_LA.wav,Alpha
271,/data/project/uaspeech/audiofinal/F03_B1_LA.wav,Alpha
272,/data/project/uaspeech/audiofinal/F03_B3_LA.wav,Alpha
273,/data/project/uaspeech/audiofinal/M12_B1_LA.wav,Alpha
274,/data/project/uaspeech/audiofinal/M12_B3_LA.wav,Alpha
275,/data/project/uaspeech/audiofinal/M01_B1_LM.wav,Mike
276,/data/project/uaspeech/audiofinal/M01_B3_LM.wav,Mike
277,/data/project/uaspeech/audiofinal/M04_B1_LM.wav,Mike
278,/data/project/uaspeech/audiofinal/M04_B3_LM.wav,Mike
279,/data/project/uaspeech/audiofinal/F03_B1_LM.wav,Mike
280,/data/project/uaspeech/audiofinal/F03_B3_LM.wav,Mike
281,/data/project/uaspeech/audiofinal/M12_B1_LM.wav,Mike
282,/data/project/uaspeech/audiofinal/M12_B3_LM.wav,Mike
283,/data/project/uaspeech/audiofinal/M01_B1_C1.wav,Command
284,/data/project/uaspeech/audiofinal/M01_B3_C1.wav,Command
285,/data/project/uaspeech/audiofinal/M04_B1_C1.wav,Command
286,/data/project/uaspeech/audiofinal/M04_B3_C1.wav,Command
287,/data/project/uaspeech/audiofinal/F03_B1_C1.wav,Command
288,/data/project/uaspeech/audiofinal/M12_B1_C1.wav,Command
289,/data/project/uaspeech/audiofinal/M12_B3_C1.wav,Command
290,/data/project/uaspeech/audiofinal/M01_B1_C2.wav,Backspace
291,/data/project/uaspeech/audiofinal/M01_B3_C2.wav,Backspace
292,/data/project/uaspeech/audiofinal/M04_B1_C2.wav,Backspace
293,/data/project/uaspeech/audiofinal/M04_B3_C2.wav,Backspace
294,/data/project/uaspeech/audiofinal/F03_B1_C2.wav,Backspace
295,/data/project/uaspeech/audiofinal/M12_B1_C2.wav,Backspace
296,/data/project/uaspeech/audiofinal/M12_B3_C2.wav,Backspace
297,/data/project/uaspeech/audiofinal/M01_B1_C3.wav,Delete
298,/data/project/uaspeech/audiofinal/M01_B3_C3.wav,Delete
299,/data/project/uaspeech/audiofinal/M04_B1_C3.wav,Delete
300,/data/project/uaspeech/audiofinal/M04_B3_C3.wav,Delete
301,/data/project/uaspeech/audiofinal/F03_B1_C3.wav,Delete
302,/data/project/uaspeech/audiofinal/M12_B1_C3.wav,Delete
303,/data/project/uaspeech/audiofinal/M01_B3_C4.wav,Enter
304,/data/project/uaspeech/audiofinal/M04_B1_C4.wav,Enter
305,/data/project/uaspeech/audiofinal/M04_B3_C4.wav,Enter
306,/data/project/uaspeech/audiofinal/F03_B1_C4.wav,Enter
307,/data/project/uaspeech/audiofinal/M12_B1_C4.wav,Enter
308,/data/project/uaspeech/audiofinal/M12_B3_C4.wav,Enter
309,/data/project/uaspeech/audiofinal/M01_B1_C5.wav,Tab
310,/data/project/uaspeech/audiofinal/M01_B3_C5.wav,Tab
311,/data/project/uaspeech/audiofinal/M04_B1_C5.wav,Tab
312,/data/project/uaspeech/audiofinal/M04_B3_C5.wav,Tab
313,/data/project/uaspeech/audiofinal/F03_B1_C5.wav,Tab
314,/data/project/uaspeech/audiofinal/M12_B1_C5.wav,Tab
315,/data/project/uaspeech/audiofinal/M12_B3_C5.wav,Tab
316,/data/project/uaspeech/audiofinal/M01_B1_C6.wav,Escape
317,/data/project/uaspeech/audiofinal/M01_B3_C6.wav,Escape
318,/data/project/uaspeech/audiofinal/M04_B1_C6.wav,Escape
319,/data/project/uaspeech/audiofinal/M04_B3_C6.wav,Escape
320,/data/project/uaspeech/audiofinal/F03_B1_C6.wav,Escape
321,/data/project/uaspeech/audiofinal/M12_B1_C6.wav,Escape
322,/data/project/uaspeech/audiofinal/M12_B3_C6.wav,Escape
323,/data/project/uaspeech/audiofinal/M01_B1_C7.wav,Alt
324,/data/project/uaspeech/audiofinal/M01_B3_C7.wav,Alt
325,/data/project/uaspeech/audiofinal/M04_B1_C7.wav,Alt
326,/data/project/uaspeech/audiofinal/M04_B3_C7.wav,Alt
327,/data/project/uaspeech/audiofinal/F03_B1_C7.wav,Alt
328,/data/project/uaspeech/audiofinal/M12_B1_C7.wav,Alt
329,/data/project/uaspeech/audiofinal/M12_B3_C7.wav,Alt
330,/data/project/uaspeech/audiofinal/M01_B1_C8.wav,Control
331,/data/project/uaspeech/audiofinal/M01_B3_C8.wav,Control
332,/data/project/uaspeech/audiofinal/M04_B1_C8.wav,Control
333,/data/project/uaspeech/audiofinal/M04_B3_C8.wav,Control
334,/data/project/uaspeech/audiofinal/F03_B1_C8.wav,Control
335,/data/project/uaspeech/audiofinal/M12_B1_C8.wav,Control
336,/data/project/uaspeech/audiofinal/M12_B3_C8.wav,Control
337,/data/project/uaspeech/audiofinal/M01_B1_C9.wav,Shift
338,/data/project/uaspeech/audiofinal/M01_B3_C9.wav,Shift
339,/data/project/uaspeech/audiofinal/M04_B1_C9.wav,Shift
340,/data/project/uaspeech/audiofinal/M04_B3_C9.wav,Shift
341,/data/project/uaspeech/audiofinal/F03_B1_C9.wav,Shift
342,/data/project/uaspeech/audiofinal/M12_B1_C9.wav,Shift
343,/data/project/uaspeech/audiofinal/M12_B3_C9.wav,Shift
344,/data/project/uaspeech/audiofinal/M01_B1_C10.wav,Line
345,/data/project/uaspeech/audiofinal/M01_B3_C10.wav,Line
346,/data/project/uaspeech/audiofinal/M04_B1_C10.wav,Line
347,/data/project/uaspeech/audiofinal/M04_B3_C10.wav,Line
348,/data/project/uaspeech/audiofinal/F03_B1_C10.wav,Line
349,/data/project/uaspeech/audiofinal/M12_B1_C10.wav,Line
350,/data/project/uaspeech/audiofinal/M12_B3_C10.wav,Line
351,/data/project/uaspeech/audiofinal/M01_B1_C11.wav,Paragraph
352,/data/project/uaspeech/audiofinal/M01_B3_C11.wav,Paragraph
353,/data/project/uaspeech/audiofinal/M04_B1_C11.wav,Paragraph
354,/data/project/uaspeech/audiofinal/M04_B3_C11.wav,Paragraph
355,/data/project/uaspeech/audiofinal/F03_B1_C11.wav,Paragraph
356,/data/project/uaspeech/audiofinal/M12_B1_C11.wav,Paragraph
357,/data/project/uaspeech/audiofinal/M12_B3_C11.wav,Paragraph
358,/data/project/uaspeech/audiofinal/M01_B1_C12.wav,Sentence
359,/data/project/uaspeech/audiofinal/M01_B3_C12.wav,Sentence
360,/data/project/uaspeech/audiofinal/M04_B1_C12.wav,Sentence
361,/data/project/uaspeech/audiofinal/M04_B3_C12.wav,Sentence
362,/data/project/uaspeech/audiofinal/F03_B1_C12.wav,Sentence
363,/data/project/uaspeech/audiofinal/M12_B1_C12.wav,Sentence
364,/data/project/uaspeech/audiofinal/M12_B3_C12.wav,Sentence
365,/data/project/uaspeech/audiofinal/M01_B1_C13.wav,Paste
366,/data/project/uaspeech/audiofinal/M01_B3_C13.wav,Paste
367,/data/project/uaspeech/audiofinal/M04_B1_C13.wav,Paste
368,/data/project/uaspeech/audiofinal/M04_B3_C13.wav,Paste
369,/data/project/uaspeech/audiofinal/F03_B1_C13.wav,Paste
370,/data/project/uaspeech/audiofinal/M12_B1_C13.wav,Paste
371,/data/project/uaspeech/audiofinal/M12_B3_C13.wav,Paste
372,/data/project/uaspeech/audiofinal/M01_B1_C14.wav,Cut
373,/data/project/uaspeech/audiofinal/M01_B3_C14.wav,Cut
374,/data/project/uaspeech/audiofinal/M04_B1_C14.wav,Cut
375,/data/project/uaspeech/audiofinal/M04_B3_C14.wav,Cut
376,/data/project/uaspeech/audiofinal/F03_B1_C14.wav,Cut
377,/data/project/uaspeech/audiofinal/M12_B1_C14.wav,Cut
378,/data/project/uaspeech/audiofinal/M12_B3_C14.wav,Cut
379,/data/project/uaspeech/audiofinal/M01_B1_C15.wav,Copy
380,/data/project/uaspeech/audiofinal/M01_B3_C15.wav,Copy
381,/data/project/uaspeech/audiofinal/M04_B1_C15.wav,Copy
382,/data/project/uaspeech/audiofinal/M04_B3_C15.wav,Copy
383,/data/project/uaspeech/audiofinal/F03_B1_C15.wav,Copy
384,/data/project/uaspeech/audiofinal/M12_B1_C15.wav,Copy
385,/data/project/uaspeech/audiofinal/M12_B3_C15.wav,Copy
386,/data/project/uaspeech/audiofinal/M01_B1_C16.wav,Upward
387,/data/project/uaspeech/audiofinal/M01_B3_C16.wav,Upward
388,/data/project/uaspeech/audiofinal/M04_B1_C16.wav,Upward
389,/data/project/uaspeech/audiofinal/M04_B3_C16.wav,Upward
390,/data/project/uaspeech/audiofinal/F03_B1_C16.wav,Upward
391,/data/project/uaspeech/audiofinal/M12_B1_C16.wav,Upward
392,/data/project/uaspeech/audiofinal/M12_B3_C16.wav,Upward
393,/data/project/uaspeech/audiofinal/M01_B3_C17.wav,Downward
394,/data/project/uaspeech/audiofinal/M04_B1_C17.wav,Downward
395,/data/project/uaspeech/audiofinal/M04_B3_C17.wav,Downward
